fc_name,object_name
Palo Alto Venture Science,Appetas
Right Side Capital Management,Appetas
Techstars,Appetas
不公开的投资者,Appetas
AMTD,Appier
EDBI,Appier
FirstFloor Capital,Appier
LINE,Appier
Line,Appier
Naver,Appier
Qualgro,Appier
Sequoia Capital(红杉海外),Appier
Temasek淡马锡,Appier
Translink Capital,Appier
尚乘资产,Appier
红杉资本中国,Appier
经济发展局投资,Appier
美国中经合集团,Appier
美国中经合集团北京代表处,Appier
软银中国,Appier
软银中国资本,Appier
集富亚洲JAFCO,Appier
威普罗,Appirio
纪源资本,Appirio
Seedplus,Appknox
Direct,Applause
Direct Equity Partners,Applause
Egan-Managed Capital,Applause
Longworth Venture Partners,Applause
MassVentures,Applause
Mesco,Applause
Mesco ltd,Applause
QuestMark Partners,Applause
Salesforce,Applause
Salesforce Ventures,Applause
Scale Venture Partners,Applause
ltd,Applause
不公开的投资者,Applause
九合创投,AppleTreeBook
Bessemer,Applitools
Bessemer Venture Partners,Applitools
La Maison,Applitools
Magma Venture Partners,Applitools
Sierra,Applitools
Sierra Ventures,Applitools
Ventures（领投）,Applitools
iAngels,Applitools
Google谷歌,Apportable
赛富投资基金,Approonics Ltd.
三井物产环球投资,Apps Foundry
三井物产环球投资株式会社,Apps Foundry
戈壁创投,Apps Foundry
Capital,AppsDaily
Kalaari,AppsDaily
Kalaari Capital,AppsDaily
Zodius Capital,AppsDaily
高通,AppsDaily
高通Qualcomm,AppsDaily
高通Qualcomm Ventures,AppsDaily
高通风险投资,AppsDaily
DTCP,AppsFlyer
Goldman,AppsFlyer
Goldman Sachs高盛(国外),AppsFlyer
Pitango,AppsFlyer
Pitango Growth,AppsFlyer
Pitango Venture Capital,AppsFlyer
Qumra Capital,AppsFlyer
Sachs高盛(国外),AppsFlyer
高盛,AppsFlyer
Venture,Appsay
Venture Catalysts,Appsay
Blue Coat Systems,Appthority
Capital,Appthority
Knollwood Investment Advisory,Appthority
Trident,Appthority
Trident Capital,Appthority
U.S. Venture Partners,Appthority
USVP,Appthority
Venrock,Appthority
三叉戟资本,Appthority
Capital,Apptimise
Glynn,Apptimise
Glynn Capital Management,Apptimise
Goldcrest,Apptimise
Goldcrest Investments,Apptimise
Ken Ross,Apptimise
Management,Apptimise
Twin Gables,Apptimise
U.S.Venture Partners,Apptimise
Western Technology Investment,Apptimise
Andreessen Horowitz(简称A16Z),Apptimize
Maverick Capital,Apptimize
Start Fund,Apptimize
USVP,Apptimize
XG Ventures,Apptimize
Y Combinator,Apptimize
YC,Apptimize
a16z,Apptimize
500,Apptopia
500 Startups,Apptopia
Sound Ventures,Apptopia
Startups,Apptopia
不公开的投资者,Appuri
Google谷歌,Appurify
华映资本,App梦工厂
奇虎360,App游戏部落
Fortino,AproPLAN
Fortino Capital,AproPLAN
不公开的投资者,Apropose
Allegis,Apruve
Allegis Capital,Apruve
Capital,Apruve
TTV,Apruve
TTV Capital,Apruve
DCM资本,Apsalar
Gulf Islamic Investments,Apttus
Iconiq,Apttus
Iconiq Capital,Apttus
Invest（领投）,Apttus
K1 Investment Management,Apttus
Kuwait Investment Authority,Apttus
Premji,Apttus
Premji Invest,Apttus
Salesforce,Apttus
ACP,Apvera
"ACP,SPRING",Apvera
Acton Capital Partners,Apvera
SPRING SEEDS Capital,Apvera
SPRING Singapore,Apvera
Lightspeed Venture Partners美国光速,Aqua Security
TLV Ventures,Aqua Security
微软Microsoft,Aqua Security
Cantos VC,Arable
Capital（领投）,Arable
Chasefield,Arable
"Chasefield,Cantos VC",Arable
Labs,Arable
Middleland,Arable
Middleland Capital,Arable
Middleland Capital（领投）,Arable
S2G Ventures,Arable
S2G Ventures（领投）,Arable
Spark,Arable
Spark Labs,Arable
不公开的投资者,Arago AG
Target,ArangoDB
Target Partners,ArangoDB
Canaan,Arbe Robotics
Canaan Partners,Arbe Robotics
O.G.,Arbe Robotics
O.G. Tech Ventures,Arbe Robotics
OurCrowd,Arbe Robotics
OurCrowd（领投）,Arbe Robotics
Partners,Arbe Robotics
Taya Ventures,Arbe Robotics
iAngels,Arbe Robotics
Blumberg,Arcadia Data
Blumberg Capital,Arcadia Data
Capital,Arcadia Data
Mayfield Fund,Arcadia Data
梅菲尔德基金,Arcadia Data
英特尔投资,Arcadia Data
英特尔投资Intel,Arcadia Data
英特尔投资Intel Capital,Arcadia Data
GE,Arcam
三七互娱,Archiact Interactive
顺荣三七,Archiact Interactive
不公开的投资者,Arcterus
Icon,Area 1 Security
Icon Venture Partners,Area 1 Security
不公开的投资者,Arena Online
Ford福特汽车,Argo AI
MeritMedical,ArgonMedicalDevices
Magna,Argus
Magna Capital Partners,Argus
Magna,Argus Cyber Security
Magna Capital Partners,Argus Cyber Security
Bain Capital Ventures,Aria Systems
InterWest Partners,Aria Systems
Rembrandt,Aria Systems
Rembrandt Venture Partners,Aria Systems
Venrock,Aria Systems
武田制药,Ariad Pharmaceuticals
Avalon,AristaMD
Avalon Ventures,AristaMD
Correlation Ventures,AristaMD
Ventures,AristaMD
Arch Venture Partners,Arivale
Maveron,Arivale
Partners,Arivale
Polaris,Arivale
Polaris Partners,Arivale
Andreessen,Ark
Andreessen Horowitz(简称A16Z),Ark
Horowitz(简称A16Z),Ark
SV Angel,Ark
a16z,Ark
腾讯,Ark
腾讯投资,Ark
英特尔投资,Ark
英特尔投资Intel,Ark
英特尔投资Intel Capital,Ark
ST,Armor
ST Telemedia,Armor
不公开的投资者,ArmorText
SIG海纳亚洲,"Arrayent, Inc."
DCM资本,"Arrayent,Inc."
Advanced,Art Medical
Advanced Medical Technologies,Art Medical
Xurpas,Art of Click
Bertelsmann贝塔斯曼(国外),Art19
DCM海外,Art19
Artsy,ArtAdvisor Inc.
Index,ArtBinder
Index Venture,ArtBinder
Index Ventures,ArtBinder
汤子嘉,ArtC阿特莱尔
丰厚资本,ArtTact大咖拍卖
海泉基金(胡海泉),ArtTact大咖拍卖
SOS Ventures,Artable
SOS ventures,Artable
amp,Artable
凯洲资本,Artable
意大利天使投资人联合会IAG,Artemest
意大利天使投资人联合会IAG（领投）,Artemest
Oxford,Artfinder
Oxford Capital,Artfinder
William Tunstall-Pedoe,Artfinder
VSCO,Artifact Uprising
Capital,Artillery
CrunchFund,Artillery
First,Artillery
First Round Capital,Artillery
Lowercase,Artillery
Lowercase Capital,Artillery
Round,Artillery
Signia Venture Partners,Artillery
腾讯,Artillery
腾讯投资,Artillery
博将资本,Artpollo阿波罗艺术网
红星美凯龙,Artpollo阿波罗艺术网
红星美凯龙家居集团股份有限公司,Artpollo阿波罗艺术网
Frédéric,Artsper
Frédéric Jousset,Artsper
不公开的投资者,Artsper
IDG Venture (海外),Artsy
IDG资本,Artsy
Thrive,Artsy
Thrive Capital,Artsy
Thrive capital,Artsy
capital,Artsy
北京真格天成投资管理有限公司,Artsy
真格基金,Artsy
惠普,Aruba
蚂蚁金服,Ascend Money
蚂蚁金服(阿里巴巴),Ascend Money
阿里巴巴,Ascend Money
阿里资本,Ascend Money
Facebook,Ascenta
国际金融公司,Ascentool Inc
青云创投,Ascentool Inc
施耐德电气,Asco
Earlybird,Ascribe
Earlybird Venture Capital,Ascribe
AOL美国在线,Ashe Avenue
中弘股份,Asiatravel亚洲旅游
Andreessen,Asimov
Quarizon,AsoCon
不公开的投资者,Asoko Insight
Globis Capital Partners,Asoview
Jafco Ventures,Asoview
GSV,Aspiration
GSV Capital,Aspiration
gsvcap,Aspiration
人人公司,Aspiration
人人分期,Aspiration
Cisco思科,Assemblage
Associates（领投）,Assent Compliance
Greenspring,Assent Compliance
Greenspring Associates,Assent Compliance
Volition,Assent Compliance
Volition Capital,Assent Compliance
加拿大皇家银行,Assent Compliance
DCM资本,"Asset Avenue, Inc."
Matrix,AssetAvenue
Matrix Partners经纬海外,AssetAvenue
经纬（海外）,AssetAvenue
华泰瑞麟(华泰证券),AssetMark
Our,Assignar
Our Innovation Fund,Assignar
信中利资本,AstonMartin
信中利资本,AstonMartin / 阿斯顿·马丁
GVA capital,Astro Digital
罗技,Astro Gaming
AC加速器,Astroath
北京天使成长科技孵化器有限公司,Astroath
500 Startups,Astronomer
AngelPad,Astronomer
CincyTech,Astronomer
Connetic Ventures,Astronomer
CoreNetwork,Astronomer
Drummond Road,Astronomer
Drummond Road Capital,Astronomer
First Ascent,Astronomer
Frontline,Astronomer
Frontline Ventures,Astronomer
Grand Ventures,Astronomer
Ventures,Astronomer
Wireframe,Astronomer
Wireframe Ventures,Astronomer
凤凰基石,Asymchem
华芳创投,Asymchem
君翼博星创投,Asymchem
天创资本,Asymchem
Chinaccelerator中国加速,Asyncode
中国加速,Asyncode
创新谷投资,At Plus
AME Cloud Ventures,AtScale
AME云创投,AtScale
Comcast,AtScale
Comcast Ventures,AtScale
Storm,AtScale
Storm Ventures,AtScale
UMC Capital,AtScale
UMC Capital联电资本,AtScale
Ventures,AtScale
XSeed Capital,AtScale
Inflexion,Atcore
FundersClub,Atheer Lab
Streamlined,Atheer Lab
Streamlined Ventures,Atheer Lab
Ventures,Atheer Lab
不公开的投资者,Atheer Lab
盛大资本,Atheer Lab
盛大资本-盛大网络,Atheer Lab
CSVi Capital,Athentek Inc
Flipkart,Ather Energy
Hero MotoCorp,Ather Energy
Tiger Global Management(老虎国外),Ather Energy
老虎基金,Ather Energy
Advancit,Athletic
Advancit Capital,Athletic
Bertelsmann贝塔斯曼(国外),Athletic
Chernin,Athletic
Chernin Group,Athletic
Combinator,Athletic
Courtside Ventures,Athletic
Group,Athletic
Luminari Capital,Athletic
Y,Athletic
Y Combinator,Athletic
Renuka,Athletto
Renuka Electricals & Controls,Athletto
DCM海外,Athos
Social Capital Partners,Athos
True,Athos
True Ventures,Athos
Ventures,Athos
s23p,Athos
美国光速,Athos
Corporation,Ativa Medical
Laboratory,Ativa Medical
Laboratory Corporation of America,Ativa Medical
中国平安保险（集团）股份有限公司,Ativa Medical
平安创新投资基金,Ativa Medical
平安创新资本,Ativa Medical
RMI Partners,Atlas Genetics
不公开的投资者,Atlas Genetics
香港万孚,Atlas Genetics
微软Microsoft,Atlas Informatics
微软创投,Atlas Informatics
不公开的投资者,Atlas Wearables
不公开的投资者,Atlassian
北京启迪创业孵化器有限公司,Atmosbox空净氧吧
启迪之星,Atmosbox空净氧吧
Toscafund,Atom Bank
Toscafund Asset Management,Atom Bank
Woodford Investment Management,Atom Bank
毕尔巴鄂比斯开银行,Atom Bank
毕尔巴鄂比斯开银行（领投）,Atom Bank
The,Atom Tickets
The Walt Disney Company迪士尼,Atom Tickets
迪士尼,Atom Tickets
GHIF,Atomo
Ghif,Atomo
AME,Atomwise
AME Cloud Ventures,Atomwise
AME云创投,Atomwise
DFJ德丰杰(全球),Atomwise
Khosla,Atomwise
Khosla Ventures,Atomwise
Ventures,Atomwise
Y,Atomwise
Y Combinator,Atomwise
YC,Atomwise
德丰杰,Atomwise
科斯拉风投,Atomwise
Cormorant Asset Management,Atreca
Management（领投）,Atreca
Wellington,Atreca
Wellington Management,Atreca
雀巢,Atrium Innovations
Capital,Attero
DFJ德丰杰(全球),Attero
Kalaari,Attero
Kalaari Capital,Attero
德丰杰,Attero
北京芳晟投资管理中心（有限合伙）,Aucta
Google,Auction
谷歌投资,Auction
谷歌风投,Auction
Kreos Capital,Auctionata
黄浦江资本,Auctionata
Cambridge,Audio Analytic
Cambridge Angels,Audio Analytic
Cambridge Innovation Capital,Audio Analytic
IQ Capital,Audio Analytic
Martlet,Audio Analytic
Rockspring,Audio Analytic
不公开的投资者,AudioCompass
AO Invest,Augmedics
Israel Innovation Authority,Augmedics
Terra Venture Partners,Augmedics
Capital,Augmedix
Catholic Health Initiatives,Augmedix
DCM海外,Augmedix
Dignity Health,Augmedix
Emergence,Augmedix
Emergence Capital Partners,Augmedix
Evan Rachlin,Augmedix
Great Oaks Venture Capital,Augmedix
Lifeforce Ventures,Augmedix
Ovo Fund,Augmedix
Peter Hudson,Augmedix
Redmile Group,Augmedix
Rock Health,Augmedix
Sutter Health,Augmedix
Tri,Augmedix
不公开的投资者,Augment
Jazz,Augment Solutions
Jazz Venture Partners,Augment Solutions
Silicon Valley Data Capital,Augment Solutions
First,Augury
First Round Capital,Augury
Formation 8,Augury
Round,Augury
Bessemer Venture Partners,August
Comcast,August
Comcast Ventures,August
Ventures,August
柏尚投资,August
高通,August
高通Qualcomm,August
高通Qualcomm Ventures,August
高通风险投资,August
AGL Energy,August Home
Assa,August Home
Bessemer Venture Partners,August Home
Comcast Ventures,August Home
Liberty Mutual,August Home
Maveron,August Home
SPDG,August Home
高通Qualcomm Ventures,August Home
RRE,Aurfy Inc.
Coatue,Auris
Coatue Management,Auris
不公开的投资者,Auro Technologies
Expansion,Aurora Labs
Venture,Aurora Labs
Juniper,Aurrion
Accuron,Aurum Healthcare
北极光创投,Austri
Bessemer,Auth0
Bessemer Venture Partners,Auth0
Capital,Auth0
K9 Ventures,Auth0
Meritech,Auth0
Meritech Capital Partners,Auth0
NXTP Labs,Auth0
Partners（领投）,Auth0
Portland Seed Fund,Auth0
Trinity Ventures,Auth0
Capital,Authy
CrunchFund,Authy
Data Collective,Authy
Winklevoss,Authy
Winklevoss Capital,Authy
Expedia,Auto Escape
九合创投,Auto3D小桁网络
集结号资本,Auto3D小桁网络
上海亚商投资顾问有限公司,AutoBot
亚商资本,AutoBot
戈壁创投,AutoBot
新浪微博基金,AutoBot
经纬中国,AutoBot
亚商资本,AutoBot车车智能
戈壁投资,AutoBot车车智能
经纬中国,AutoBot车车智能
Alliance,AutoGraph
Alliance of Angels,AutoGraph
北京朗玛峰创业投资管理有限公司,AutoIO友衷科技
北京真格天成投资管理有限公司,AutoIO友衷科技
朗玛峰创投,AutoIO友衷科技
真格基金,AutoIO友衷科技
雅瑞资本,AutoIO友衷科技
麒麟资本,AutoLab汽车实验室
麒麟资本Kylin Capital,AutoLab汽车实验室
PreAngel Fund,AutoTiming云字幕
SCG,AutoTiming云字幕
创业工场,AutoTiming云字幕
天使投资人,AutoTiming云字幕
德迅投资,AutoTiming云字幕
上海东方飞马企业服务有限公司,Autolab
Y,Automate Ads
Y Combinator,Automate Ads
YC,Automate Ads
Lumia,Automatic
Lumia Capital,Automatic
SiriusXM,Automatic
Blacksmith Capital,Automattic
Iconiq Capital,Automattic
Iconiq资本,Automattic
Insight,Automattic
Insight Venture Partners,Automattic
New York Times,Automattic
Partners,Automattic
Polaris Partners,Automattic
True Ventures,Automattic
Venture,Automattic
Capital,Automile
Dawn,Automile
Dawn Capital,Automile
Point,Automile
Point Nine Capital,Automile
SaaStr Fund,Automile
Saastr Fund,Automile
TomTom,Autonomos
Blackbird,Autopilot
Partners,Autopilot
Rembrandt,Autopilot
Rembrandt Venture Partners,Autopilot
Southern Cross Venture Partners,Autopilot
Venture,Autopilot
丰田,Autotalks
住友商事亚洲资本,Autotalks
PreAngel,Autotiming云字幕
创业工场VenturesLab,Autotiming云字幕
德迅投资,Autotiming云字幕
薛蛮子,Autotiming云字幕
薛蛮子(蛮子基金),Autotiming云字幕
Xilinx,Auviz Systems
Blue Ocean Ventures,Ava
Polytech,Ava
Polytech Ventures,Ava
Swisscom,Ava
ZKB,Ava
苏黎世州立银行,Ava
Ovo Fund,Avaamo
Rembrandt,Avaamo
Rembrandt Venture Partners,Avaamo
Venture,Avaamo
中经合,Avaamo
美国中经合集团,Avaamo
YAHOO雅虎,Availpro
不公开的投资者,Avalara
金沙江创投,Avalon Battery
Khosla,Avametric
Khosla Ventures,Avametric
科斯拉风投,Avametric
Greenfield Cities Holdings,Avanan
Magma,Avanan
Magma Venture Partners,Avanan
StageOne Ventures,Avanan
Venture,Avanan
PreAngel,Avanoo
PreAngel Fund,Avanoo
Atlantic泛大西洋投资,AvantCredit
August,AvantCredit
August Capital,AvantCredit
General,AvantCredit
General Atlantic泛大西洋投资,AvantCredit
Tiger,AvantCredit
Tiger Global Management(老虎国外),AvantCredit
不公开的投资者,AvantCredit
泛大西洋资本,AvantCredit
老虎基金,AvantCredit
Angels,Avaz
Inventus Capital Partners,Avaz
Mumbai,Avaz
Mumbai Angels,Avaz
高榕资本,Avazu艾维邑动
不公开的投资者,Avegant
英特尔投资,Avegant
英特尔投资Intel,Avegant
英特尔投资Intel Capital,Avegant
Alexandria,Avelas Biosciences
Alexandria Venture Investments,Avelas Biosciences
Bregua Corporation,Avelas Biosciences
Ervington Investments Limited,Avelas Biosciences
Pharmstandard International,Avelas Biosciences
Venture,Avelas Biosciences
毓承资本,Avelas Biosciences
Naspers,Avenida
Tiger,Avenida
Tiger Global Management(老虎国外),Avenida
不公开的投资者,Avenida
老虎基金,Avenida
Capital,Avere Systems
Google谷歌,Avere Systems
Lightspeed,Avere Systems
Lightspeed Venture Partners美国光速,Avere Systems
Menlo Ventures,Avere Systems
NVP,Avere Systems
Norwest Venture Partners,Avere Systems
Partners美国光速,Avere Systems
Tenaya,Avere Systems
Tenaya Capital,Avere Systems
Venture,Avere Systems
Western Digital Capital,Avere Systems
Western Digital Technologies,Avere Systems
不公开的投资者,Avere Systems
特纳亚（原雷曼兄弟）,Avere Systems
美国光速,Avere Systems
Avalon,Averon
上海紫辉投资管理有限公司,AviTalent天致航空
紫辉创投,AviTalent天致航空
Frontier,Aviacode
Frontier Capital,Aviacode
雅虎,Aviate
分享投资,Avid.ly
北京奇虎科技有限公司,Avid.ly
奇虎360,Avid.ly
执一资本,Avid.ly
深圳市分享成长投资管理有限公司,Avid.ly
奇虎360,Avid.ly欧拉网络
执一资本,Avid.ly欧拉网络
毅达资本,Avid.ly欧拉网络
Next World Capital,Aviso
Partners,Aviso
Scale,Aviso
Scale Venture Partners,Aviso
Shasta Ventures,Aviso
Venture,Aviso
Blu Ventures,Avizia
Blue Heron Capital,Avizia
Capital,Avizia
Lavrock Ventures,Avizia
Middleland,Avizia
Middleland Capital,Avizia
NextGen Venture Partners,Avizia
Waterline Capital,Avizia
glispa,Avocarrot
北京芳晟投资管理中心（有限合伙）,Avular
芳晟股权投资基金,Avular
Accel,Away
Accel Partners,Away
Capital,Away
Capital（领投）,Away
Comcast Ventures,Away
Forerunner,Away
Forerunner Ventures,Away
Founders,Away
Global,Away
Global Founders Capital,Away
Ventures,Away
Sequoia,Awfis
Sequoia Capital(红杉海外),Awfis
PreAngel,Axalent
SIG海纳亚洲,Axalent
快创营,Axalent
Global,Axelspace
Global Brain,Axelspace
Global Brain Corporation,Axelspace
Comcast Ventures,Axial
Edison Partners,Axial
First Round Capital,Axial
Redpoint Ventures红点全球基金,Axial
Domain Associates,Axial Biotherapeutics
Heritage Medical Systems,Axial Biotherapeutics
Kairos Ventures,Axial Biotherapeutics
Longwood,Axial Biotherapeutics
Longwood Fund,Axial Biotherapeutics
Comcast,Axial Networks Inc.
Comcast Ventures,Axial Networks Inc.
Edison Partners,Axial Networks Inc.
First,Axial Networks Inc.
First Round Capital,Axial Networks Inc.
Round,Axial Networks Inc.
Ventures,Axial Networks Inc.
红点投资,Axial Networks Inc.
不公开的投资者,Axiom Energy
Greycroft,Axios Meida
Partners,Axios Meida
Canon佳能,Axis Communications AB
.406,Axisl Healthcare
.406 Ventures,Axisl Healthcare
BlueCross BlueShield Venture Partners,Axisl Healthcare
Oak HC/FT,Axisl Healthcare
Sandbox Advantage Fund,Axisl Healthcare
Ventures,Axisl Healthcare
Acorn,AxleHire
Pacific,AxleHire
Dawn,AxonVR
Dawn Patrol Ventures,AxonVR
Keeler,AxonVR
VRC,AxonVR
广州网易计算机系统有限公司,AxonVR
睛乐,AxonVR
网易,AxonVR
网易资本,AxonVR
JPMorgan摩根大通,Axoni
高盛集团(中国),Axoni
Advent Life Sciences,Axonics
君联资本,Axonics
君联资本管理股份有限公司,Axonics
联想之星,Axonics Modulation Technologies
BDC,Axonify
BDC Capital,Axonify
BDC Venture Capital,Axonify
JMI Equity,Axonify
Venture,Axonify
Emerge Capital,Axonius
Ventures（领投）,Axonius
Vertex Ventures,Axonius
YL,Axonius
YL Ventures,Axonius
Helion,Axtria
Helion Venture Partners,Axtria
Accion’s Frontier Investments Group,Aye Finance
Blue,Aye Finance
Blue Orchard,Aye Finance
LGT IV,Aye Finance
LGT Impact Ventures,Aye Finance
SAIF Partners,Aye Finance
赛富投资基金,Aye Finance
International Finance Corporation,Ayla Networks
SJF Ventures,Ayla Networks
思科,Ayla Networks
赛富投资基金,Ayla Networks
Cisco思科,Ayla Networks艾拉物联
Crosslink Capital交联资本,Ayla Networks艾拉物联
IFC国际金融公司,Ayla Networks艾拉物联
International Finance Corporation,Ayla Networks艾拉物联
SJF Ventures,Ayla Networks艾拉物联
Voyager Capital,Ayla Networks艾拉物联
三诺集团,Ayla Networks艾拉物联
安赐资本,Ayla Networks艾拉物联
润良泰基金,Ayla Networks艾拉物联
深圳市三诺电子有限公司,Ayla Networks艾拉物联
深圳日海通讯,Ayla Networks艾拉物联
线性资本LinearVenture,Ayla Networks艾拉物联
赛富基金,Ayla Networks艾拉物联
GREE,Ayopop
GREE Ventures,Ayopop
Intersouth Partners,Azalea Health
Kayne,Azalea Health
Kayne Partners,Azalea Health
Aurinvest,Azalead
IDInvest,Azalead
IDInvest Partners,Azalead
Idinvest Partners,Azalead
Partners,Azalead
Accion’s Frontier Investments Group,Azimo
Frog Capital,Azimo
Greycroft Partners,Azimo
KRW Schindler Investments,Azimo
RI Digital Ventures,Azimo
TA Ventures,Azimo
e.ventures,Azimo
eVentures,Azimo
日本乐天Rakuten,Azimo
日本乐天旅行株式会社,Azimo
不公开的投资者,Azooki
不公开的投资者,Azubu
DFJ德丰杰(全球),Azuqua
Ignition Partners,Azuqua
Insight,Azuqua
Insight Venture Partners,Azuqua
Partners（领投）,Azuqua
Venture,Azuqua
Biotech,Azura Ophthalmics
Brandon Capital,Azura Ophthalmics
Ganot Capital,Azura Ophthalmics
OrbiMed奥博资本,Azura Ophthalmics
TPG,Azura Ophthalmics
TPG Biotech,Azura Ophthalmics
Crystal,Aéropostale
Crystal Financial,Aéropostale
嘉程资本,A便利
险峰长青,A便利
NEA恩颐投资,A游不错
无极道投资,A游不错
ABB,B&R Industrial Automation
辰海资本,B-Cool笔酷文化
Accelerated,B-Secur
Accelerated Digital Ventures,B-Secur
Kernel Capital,B-Secur
Breyer Capital,B12
Catalyst,B12
Founder,B12
Founder Collective,B12
General,B12
General Catalyst Partners,B12
Partners,B12
SV Angel,B12
Breyer Capital,B14
Founder Collective,B14
General Catalyst Partners,B14
SV Angel,B14
不公开的投资者,BABADU
斑马投资,BACA
清流资本,BACA
创业工场VenturesLab,BACODES眼镜网百构思科技
远镜创投,BACODES眼镜网百构思科技
The,BAM Tech
Allergan,BAROnova
Boston Scientific,BAROnova
Sante Ventures,BAROnova
不公开的投资者,BAROnova
波士顿科学,BAROnova
艾尔建,BAROnova
艾尔建Allergan,BAROnova
达晨创投,BBD数联铭品
鼎兴量子,BBD数联铭品
鼎晖投资,BBD数联铭品
天马股份,BB弹
英特尔投资,BCD半导体
SMAC,BCD半导体控股公司
Venrock,BCD半导体控股公司
大华创业投资管理,BCD半导体控股公司
智基创投,BCD半导体控股公司
红点投资,BCD半导体控股公司
纪源资本,BCD半导体控股公司
集富亚洲,BCD半导体控股公司
PreAngel,BCsphere
亚杰天使投资,BCsphere
纪源资本,BC制药
雅诗兰黛,BECCA
赛富基金,BEKIZ童壹库
丰厚资本,BELLCAT叮当猫科技
新浪微博基金(微创投),BELLCAT叮当猫科技
暴风科技,BELLCAT叮当猫科技
Frontier,BEW Global
Frontier Capital,BEW Global
比特基金BitFund.PE,BEX区块链
比特基金BitFund.PE（领投）,BEX区块链
真格基金,BGlamor
北京险峰华兴投资咨询有限公司,BIDMAX
险峰长青,BIDMAX
BAI贝塔斯曼亚洲投资基金,BIGO LIVE
北京高榕资本管理咨询有限公司,BIGO LIVE
高榕资本,BIGO LIVE
平安海外控股,BIGO LIVE百果园网络
晨兴资本,BIGO LIVE百果园网络
欢聚时代(YY多玩),BIGO LIVE百果园网络
贝塔斯曼亚洲投资基金,BIGO LIVE百果园网络
高榕资本,BIGO LIVE百果园网络
不公开的投资者,BIGWORDS.com
创新工场,BIKETO美骑网
启迪创投,BIKETO美骑网
启迪创业投资管理（北京）有限公司,BIOREM
启迪创投,BIOREM
Ventech China银泰资本,BIZVANE商帆科技
一方投资(一方集团),BIZVANE商帆科技
创世伙伴资本,BIZVANE商帆科技
势安资本,BIZVANE商帆科技
老鹰基金,BLOOM鲜花
嘉信理财集团,BLOVES婚戒定制
天图资本,BLOVES婚戒定制
涌铧投资,BLOVES婚戒定制
赛马资本,BLOVES婚戒定制
Blumberg,BLender
Blumberg Capital,BLender
DCM资本,"BMC Software, Inc."
沄柏资本,BMF Group AG
上海韩吾纪创业投资管理有限公司,BOOM布姆电竞学院
天天投,BOOM布姆电竞学院
寒武创投,BOOM布姆电竞学院
成都添砖加瓦科技有限公司,BOOM布姆电竞学院
上海中缔投资有限公司,BOX27
中缔投资,BOX27
创业黑马（北京）科技股份有限公司,BOX27
黑马基金,BOX27
上海艾想投资有限公司,BOXFUL宝易存
世茂房地产,BOXFUL宝易存
南丰集团,BOXFUL宝易存
瑞安房地产,BOXFUL宝易存
艾想投资,BOXFUL宝易存
刘军,BP+
"刘军,吴波",BP+
北京拉手网络技术有限公司,BP+
吴波,BP+
拉手网,BP+
深圳市天图创业投资有限公司,BP+
老鹰基金,BP+
联想集团,BP+
薛蛮子(蛮子基金),BP+
中新创投,BR Robot
元禾控股,BR Robot
金力方投资,BR Robot
银杏谷资本,BR Robot
Felicis,BRIGHT-2
Felicis Ventures,BRIGHT-2
First,BRIGHT-2
First Round Capital,BRIGHT-2
Ventures,BRIGHT-2
Y Combinator,BRIGHT-2
YC,BRIGHT-2
光照资本,BTC123比特币导航网
Sofina SA,BYJU
红杉（海外）,BYJU
和谐汽车,BYTON拜腾
富士康,BYTON拜腾
腾讯,BYTON拜腾
Difference,Baanto
Difference Capital,Baanto
Nokia,Babbel
Nokia growth partners(海外投资),Babbel
Reed Elsevier,Babbel
Reed Elsevier Ventures,Babbel
Scottish Equity Partners,Babbel
growth,Babbel
partners(海外投资),Babbel
诺基亚成长伙伴基金,Babbel
Stillfront,Babil Games
GEMs,Baby Destination
Partners,Baby Destination
奥飞动漫,Baby Trend
奥飞娱乐股份有限公司,Baby Trend
RoundGlass,BabyChakra
米哈维尔·沙尔玛,BabyOnBoard
阿南特·潘迪特,BabyOnBoard
"阿南特·潘迪特,米哈维尔·沙尔玛",BabyOnBoard
奥飞娱乐,BabyTrend
Kinnevik,Babylon
NNS holdings,Babylon
Vostok,Babylon
Vostok New Ventures,Babylon
Ysios,Babyscripts
Ysios Capital,Babyscripts
BAI贝塔斯曼亚洲投资基金,Baca
清流（北京）投资咨询有限公司,Baca
斑马资本,Baca五洲万象
清流资本,Baca五洲万象
Y,Backpack
Y Combinator,Backpack
YC,Backpack
北京极客帮创业投资合伙企业（有限合伙）,Backwire
极客帮创投,Backwire
InnoSpace创智空间,Backwire协趣网络
PreAngel,Backwire协趣网络
PreAngel Fund,Backwire协趣网络
创智空间,Backwire协趣网络
极客帮创投,Backwire协趣网络
United,BadSeed
United Ventures,BadSeed
高盛,Baedal Minjeok
Altos,Baedalui Minjok
Altos Ventures,Baedalui Minjok
CyberAgent Ventures（CA创投）,Baedalui Minjok
Cyberagent Ventures（国外投资）,Baedalui Minjok
IMM,Baedalui Minjok
IMM Investment,Baedalui Minjok
Investment,Baedalui Minjok
Stonebridge Capital,Baedalui Minjok
Ventures,Baedalui Minjok
娱乐工场,Ballin篮球
Scientific,Bally Technologies
Associates,Bamba
Bank,Bamba
Draper,Bamba
Draper Associates,Bamba
Foundry Group,Bamba
Iron Gate Capital,Bamba
Landscape Capital,Bamba
Right Side Capital Management,Bamba
Star Power Partners LLC,Bamba
